KOPR;NOKOPR;UD01PR;UD02PR;KOSU;KOBO;DATOSUBIC;STFI1;STDV1;STOCNV1;STDV1C;STOCNV1C;RECENOFAC1;DESPNOFAC1;STFI2;STDV2;STOCNV2;STDV2C;STOCNV2C;RECENOFAC2;DESPNOFAC2;RLUD;FMPR;PFPR;HFPR;RUPR;MRPR
PCA922CAFEMO5;ESMALTE SINTETICO CAFE MORO BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;0004;;
PCA922EXCES05;ESMALTE SINTETICO EXCESO BD.;GL;BD;004;020;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;;;;;
PCA922HOAMR01;ESMALTE SINTETICO HOGAR AMARILLO REY GL.;GL;GL;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0004;;
PCA922HOAMR01;ESMALTE SINTETICO HOGAR AMARILLO REY GL.;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0004;;
PCA922HOAMR01;ESMALTE SINTETICO HOGAR AMARILLO REY GL.;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0004;;
PCA922MARFIL1;ESMALTE SINTETICO MARFIL GL;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0004;;
PCA922MARFIL1;ESMALTE SINTETICO MARFIL GL;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0004;;
PCA922MARFIL1;ESMALTE SINTETICO MARFIL GL;GL;GL;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0004;;
PCA922MARRON5;ESMALTE SINTETICO MARRÓN BD;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;0004;;
PCA922NEGRO02;ESMALTE SINTETICO NEGRO 1/4;GL;04;004;006;;29,00;0,00;1,50;0,00;0,00;0,00;0,25;116,00;0,00;6,00;0,00;0,00;0,00;1,00;0,25;003;0002;0004;01;
PCA922NEGRO02;ESMALTE SINTETICO NEGRO 1/4;GL;04;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0004;01;
PCA926GRIMAQ2;OLEO BRILLANTE GRIS MAQUINA 1/4;GL;04;004;013;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0001;;
PCA926GRIMAQ2;OLEO BRILLANTE GRIS MAQUINA 1/4;GL;04;004;006;;10,00;0,00;0,00;0,00;0,00;0,00;0,25;40,00;0,00;0,00;0,00;0,00;0,00;1,00;0,25;003;0002;0001;;
PCA926GRIMAQ2;OLEO BRILLANTE GRIS MAQUINA 1/4;GL;04;006;007;;1,50;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0001;;
PCA926GRIMAQ2;OLEO BRILLANTE GRIS MAQUINA 1/4;GL;04;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0001;;
PCA926NEGRO05;OLEO BRILLANTE NEGRO BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;0001;;
PCA926OCRE002;OLEO BRILLANTE OCRE 1/4;GL;04;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0001;01;
PCA926OCRE002;OLEO BRILLANTE OCRE 1/4;GL;04;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0001;01;
PCA926OCRE002;OLEO BRILLANTE OCRE 1/4;GL;04;006;007;;7,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0001;01;
PCA929BOSC05;LATEX EXTRA PLUS 929 BASE OSCURA   BD.;GL;BD;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929BOSC05;LATEX EXTRA PLUS 929 BASE OSCURA   BD.;GL;BD;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929BOSC05;LATEX EXTRA PLUS 929 BASE OSCURA   BD.;GL;BD;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929BOSC05;LATEX EXTRA PLUS 929 BASE OSCURA   BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929BOSC05;LATEX EXTRA PLUS 929 BASE OSCURA   BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929CAFE005;LATEX 929 CAFE BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929CAFE005;LATEX 929 CAFE BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929CAFE005;LATEX 929 CAFE BD.;GL;BD;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929EXCESO5;LATEX 929 EXCESO BD.;GL;BD;004;020;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;;;
PCA929MAGEIN6;LATEX SUPER 929 MAGENTA INSTITUCIONAL.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA929MAGEIN6;LATEX SUPER 929 MAGENTA INSTITUCIONAL.;GL;BD;004;015;;4,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA929MAGEIN6;LATEX SUPER 929 MAGENTA INSTITUCIONAL.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA929NOGAL55;LATEX 929 NOGAL BD;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929SW64606;LATEX SUPER 929 SW-6460 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA929LATBL06;LATEX SUPER 929 BLANCO 4 GALONES;GL;BD;004;006;;52,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;01;
PCA929LATBP05;LATEX EXTRA PLUS 929 BASE PASTEL BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929LATBP05;LATEX EXTRA PLUS 929 BASE PASTEL BD.;GL;BD;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA929ROJCOL1;LATEX SUPER 929 ROJO COLONIAL GL;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA929ROJCOL1;LATEX SUPER 929 ROJO COLONIAL GL;GL;GL;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA929ROJCOL1;LATEX SUPER 929 ROJO COLONIAL GL;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA929SW70006;LATEX 929 SW-7000 4 GALONES;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA929SW70006;LATEX 929 SW-7000 4 GALONES;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA93036C2T05;ESMALTE AL AGUA 36C-2T BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
PCA93036C2T05;ESMALTE AL AGUA 36C-2T BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
PCA9309390001;ESMALTE AL AGUA 930 939 GL.;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0005;0001;;
PCA930CASTAÑ6;ESMALTE AL AGUA 930 CASTAÑO 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA930DURBLU6;ESMALTE AL AGUA 930 DURANGO BLUE CHIVILCOYAN 4 GAL;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA930GPLCAS1;ESMALTE AL AGUA 930 GUARDA POLVO LOS CASTAÑOS GL.;GL;GL;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA930GPLCAS1;ESMALTE AL AGUA 930 GUARDA POLVO LOS CASTAÑOS GL.;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA930ROJCO01;ESMALTE AGUA S/B 930 ROJO COLONIAL GL;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA930ROJCO01;ESMALTE AGUA S/B 930 ROJO COLONIAL GL;GL;GL;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA930ROJCO01;ESMALTE AGUA S/B 930 ROJO COLONIAL GL;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA930ROJJAP1;ESMALTE AGUA S/B 930 ROJO JAPON GL;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA930ROJJAP1;ESMALTE AGUA S/B 930 ROJO JAPON GL;GL;GL;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA930ROJJAP1;ESMALTE AGUA S/B 930 ROJO JAPON GL;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA930SW70766;ESMALTE AL AGUA 930 SW-7076 4 GALONES;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECO5156;ESMALTE AL AGUA COPPER 515 PANORAMICA 4 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECO5156;ESMALTE AL AGUA COPPER 515 PANORAMICA 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECOP516;ESMALTE AL AGUA COPPER 510 PANORAMICA 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECOP516;ESMALTE AL AGUA COPPER 510 PANORAMICA 4 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECOPBN6;ESMALTE AL AGUA COPPER 960 BLANCO NACAR 4 GALONES;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECOPBN6;ESMALTE AL AGUA COPPER 960 BLANCO NACAR 4 GALONES;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECOPBO6;ESMALTE AL AGUA COPPER 960 BASE OSCURA 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECOPBO6;ESMALTE AL AGUA COPPER 960 BASE OSCURA 4 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECOPBO6;ESMALTE AL AGUA COPPER 960 BASE OSCURA 4 GALONES.;GL;BD;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0002;;
PCA960ECOPCA1;ESMALTE AL AGUA COPPER C/COBRE 960 CENIZA ACTIVA G;GL;GL;006;007;;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA960ECOPCA1;ESMALTE AL AGUA COPPER C/COBRE 960 CENIZA ACTIVA G;GL;GL;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA960ECOPCA1;ESMALTE AL AGUA COPPER C/COBRE 960 CENIZA ACTIVA G;GL;GL;004;006;;52,00;10,00;0,00;0,00;0,00;0,00;3,00;52,00;10,00;0,00;0,00;0,00;0,00;3,00;1,00;003;0001;0002;;
PCA960ECOPCA1;ESMALTE AL AGUA COPPER C/COBRE 960 CENIZA ACTIVA G;GL;GL;004;013;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA960ECOPMO5;ESMALTE AGUA COPPER 960 MARFIL ORIENTAL 5 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
PCA960ECOPMO5;ESMALTE AGUA COPPER 960 MARFIL ORIENTAL 5 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
PCA960ECOPMO5;ESMALTE AGUA COPPER 960 MARFIL ORIENTAL 5 GALONES.;GL;BD;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
PCA960ECOPRT1;ESMALTE AL AGUA COPPER C/COBRE 960 ROSADO TULIPAN;GL;GL;006;007;;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA960ECOPRT1;ESMALTE AL AGUA COPPER C/COBRE 960 ROSADO TULIPAN;GL;GL;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA960ECOPRT1;ESMALTE AL AGUA COPPER C/COBRE 960 ROSADO TULIPAN;GL;GL;004;006;;25,00;0,00;0,00;0,00;0,00;0,00;1,00;25,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;003;0001;0002;;
PCA960ECOPRT1;ESMALTE AL AGUA COPPER C/COBRE 960 ROSADO TULIPAN;GL;GL;004;013;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
PCA960ECOPTC5;ESMALTE AL AGUA COPPER 960 TOQUE CREATIVO 5 GL.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
PCA960ECOPTC5;ESMALTE AL AGUA COPPER 960 TOQUE CREATIVO 5 GL.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
PCA922NEGRO02;ESMALTE SINTETICO NEGRO 1/4;GL;04;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0004;01;
PCA922NEGRO02;ESMALTE SINTETICO NEGRO 1/4;GL;04;004;013;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0004;01;
PCA922NEGRO02;ESMALTE SINTETICO NEGRO 1/4;GL;04;006;007;;3,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0004;01;
PCA922RA90026;ESMALTE SINTETICO GRIS RAL 9002 4 GALONES;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0002;0004;;
PCA922RA90026;ESMALTE SINTETICO GRIS RAL 9002 4 GALONES;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0002;0004;;
PCA922RAL3021;ESMALTE SINTETICO ROJO RAL 3020 GL.;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0004;;
PCA922RAL3021;ESMALTE SINTETICO ROJO RAL 3020 GL.;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0004;;
PCA922SW70615;ESMALTE SINTETICO SW7061 BD;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;0004;;
PCA923AR54325;HIDROREPELENTE AR 5432 BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0005;;;
PCA923AR59116;AR MADERA AD-5911 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0005;0001;;
PCA923AR59116;AR MADERA AD-5911 4 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0005;0001;;
PCA923ARCRE05;HIDROREPELENTE AR CREMA 4417 BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0005;;;
PCA923ARCRE05;HIDROREPELENTE AR CREMA 4417 BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0005;;;
PCA923ARCRE05;HIDROREPELENTE AR CREMA 4417 BD.;GL;BD;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0005;;;
PCA923INCO055;ESMALTE SECAFAST SECADO RAPIDO INCOLORO BD.;GL;BD;004;015;;20,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;;;
PCA923INCO055;ESMALTE SECAFAST SECADO RAPIDO INCOLORO BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;;;
PCA923NEGRDM6;ESMALTE SECAFAST DEMARCACION NEGRO 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0002;0004;;
PCA923NEGRDM6;ESMALTE SECAFAST DEMARCACION NEGRO 4 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0002;0004;;
PCA923NEGRO05;ESMALTE SECAFAST NEGRO BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;;;
PCA923NEGRO05;ESMALTE SECAFAST NEGRO BD.;GL;BD;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;;;
PCA923NOGDEL6;HIDROPLUS AR NOGAL LAS DELICIAS 4 GL.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;;;
PCA923NOGDEL6;HIDROPLUS AR NOGAL LAS DELICIAS 4 GL.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;;;
PCA912BLANC05;TEXTURAMICA GRANO G-30 BLANCA BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0002;;
PCA912BLANC05;TEXTURAMICA GRANO G-30 BLANCA BD.;GL;BD;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0002;;
PCA912CF26A1A;TEXTURAMICA CAFE GR. 25 CAFE 26A-1A BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0002;;
PCA912CF26A1A;TEXTURAMICA CAFE GR. 25 CAFE 26A-1A BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0002;;
PCA912CO85266;TEXTU EIFS G-25 COD 8526 4 GALONES;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0004;0004;;
PCA912CO85266;TEXTU EIFS G-25 COD 8526 4 GALONES;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0004;0004;;
PCA912EI10016;TEXTU EIFS G-25 1001 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0004;0004;;
PCA912EI20846;TEXTU EIFS G-25 2084 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0004;0004;;
PCA912EI25316;TEXTU EIFS G-25 31316 STO 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0004;0004;;
PCA912EI25316;TEXTU EIFS G-25 31316 STO 4 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0004;0004;;
PCA912EI25A35;TEXTUEIFS GRANO 10 COLOR 25A-3P   BD;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0004;;
PCA912EI31336;TEXTU EIFS G-25 31332 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0004;0004;;
PCA912EI31336;TEXTU EIFS G-25 31332 4 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0004;0004;;
PCA912EI61065;TEXTUEIFS SW6106 BD;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0004;;
PCA912EI61985;TEXTU EIFS SW-6198 BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0004;;
PCA912EI69056;TEXTU EIFS G-25 SW-6905 BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0004;0004;;
PCA912EI70675;TEXTU EIFS G-25 SW-7067 BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0004;;
