KOPR;KOSU;KOBO;NOKOPR;UD01PR;UD02PR;PM;PMIFRS;TIMOUL;PPUL01;PPUL02;TAUL;VALI;PMIN;FMPR;PFPR;HFPR;MRPR;RUPR;ULT_COMPRA;ULT_VENTA;STFI;VALSTOCK;PRMEDIO;UNIDAD;
"PCA824PASTA06";"004";"006";"PASTA MURO 4 GALONES BD.";"GL";"BD";        1914.32570;        1914.31899;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0003";"0001";"";"";"/  /";"/  /";         162.00000;     1240483.05360;        7657.30280;"BD";
"PCA824PASTA06";"007";"014";"PASTA MURO 4 GALONES BD.";"GL";"BD";        1914.32570;        1914.31899;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0003";"0001";"";"";"/  /";"/  /";          75.00000;      574297.71000;        7657.30280;"BD";
"PCA907VERD001";"004";"006";"ZINC ACRYL VERDE GL.";"GL";"GL";        7390.51243;        7389.73058;"N";       10835.00000;       10835.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";          39.00000;      288229.98477;        7390.51243;"GL";
"PCA907VERD001";"006";"007";"ZINC ACRYL VERDE GL.";"GL";"GL";        7390.51243;        7389.73058;"N";       10835.00000;       10835.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";          20.00000;      147810.24860;        7390.51243;"GL";
"PCA907VERD001";"007";"014";"ZINC ACRYL VERDE GL.";"GL";"GL";        7390.51243;        7389.73058;"N";       10835.00000;       10835.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";           4.00000;       29562.04972;        7390.51243;"GL";
"PCA900OBRBAN1";"004";"006";"LATEX OBRA BLANCO GL";"GL";"GL";        4714.34698;        4714.34698;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";          36.00000;      169716.49128;        4714.34698;"GL";
"PCA900OBRBAN1";"007";"014";"LATEX OBRA BLANCO GL";"GL";"GL";        4714.34698;        4714.34698;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";          12.00000;       56572.16376;        4714.34698;"GL";
"PCA912G10BLA6";"004";"006";"PROFINISH G-10 BLANCO 4 GALONES";"GL";"BD";        3636.06321;        3635.79996;"N";        8854.50000;       35418.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"01";"/  /";"/  /";          73.00000;     1061730.45732;       14544.25284;"BD";
"PCA912G10BLA6";"004";"015";"PROFINISH G-10 BLANCO 4 GALONES";"GL";"BD";        3636.06321;        3635.79996;"N";        8854.50000;       35418.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"01";"/  /";"/  /";           5.00000;       72721.26420;       14544.25284;"BD";
"PCA912G10BLA6";"006";"007";"PROFINISH G-10 BLANCO 4 GALONES";"GL";"BD";        3636.06321;        3635.79996;"N";        8854.50000;       35418.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"01";"/  /";"/  /";           3.00000;       43632.75852;       14544.25284;"BD";
"PCA912G10BLA6";"007";"014";"PROFINISH G-10 BLANCO 4 GALONES";"GL";"BD";        3636.06321;        3635.79996;"N";        8854.50000;       35418.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"01";"/  /";"/  /";           6.00000;       87265.51704;       14544.25284;"BD";
"PCA912G25ROJ6";"004";"015";"TEXTU EIFS G-25 ROJO COLONIAL 4 GALONES.";"GL";"BD";           0.00000;           0.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"";"/  /";"/  /";           1.00000;           0.00000;           0.00000;"BD";
"P102";"004";"004";"DIOXIDO DE TITANIO PREMIUM";"KG";"KG";        2074.10708;        2074.10500;"N";        2080.52700;        2080.52700;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        3680.47300;     7633695.10705;        2074.10708;"KG";
"PCA1000BLAN06";"004";"006";"PINTURA PISCINA BLANCO 4 GALONES.";"GL";"BD";        8558.12809;        8558.21354;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"01";"/  /";"/  /";           1.00000;       34232.51236;       34232.51236;"BD";
"PCA106BAMAPL1";"004";"006";"BARNIZ MARINO MAPLE GL";"GL";"GL";        8485.92652;        8500.59686;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           4.00000;       33943.70608;        8485.92652;"GL";
"PCA106BAMAPL1";"006";"007";"BARNIZ MARINO MAPLE GL";"GL";"GL";        8485.92652;        8500.59686;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           3.00000;       25457.77956;        8485.92652;"GL";
"PCA106BAMAPL1";"007";"014";"BARNIZ MARINO MAPLE GL";"GL";"GL";        8485.92652;        8500.59686;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           4.00000;       33943.70608;        8485.92652;"GL";
"PCA106BLANCO6";"004";"006";"ANTICORROSIVO ESTRUCTURAL BLANCO 4 GALONES";"GL";"BD";        7590.99735;        7591.41601;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           3.00000;       91091.96820;       30363.98940;"BD";
"PCA106BLANCO6";"006";"007";"ANTICORROSIVO ESTRUCTURAL BLANCO 4 GALONES";"GL";"BD";        7590.99735;        7591.41601;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           4.00000;      121455.95760;       30363.98940;"BD";
"PCA106BLANCO6";"007";"014";"ANTICORROSIVO ESTRUCTURAL BLANCO 4 GALONES";"GL";"BD";        7590.99735;        7591.41601;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           4.00000;      121455.95760;       30363.98940;"BD";
"PCA900ROJOJA4";"004";"015";"LATEX 900 ROJO JAPON 24KG BD.";"GL";"BD";           1.24905;           1.24905;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";           0.00100;           0.00550;           5.49929;"BD";
"PCA900SW70286";"004";"006";"LATEX 900 SW-7028 4 GALONES.";"GL";"BD";        4051.56004;        4051.56004;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";           3.00000;       48618.72048;       16206.24016;"BD";
"PCA904BLAN002";"004";"006";"OLEO SEMI BRILLO BLANCO 1/4";"GL";"04";       10892.73174;       10892.84698;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0002";"";"01";"/  /";"/  /";          42.00000;      114373.68327;        2723.18294;"04";
"PCA904BLAN002";"006";"007";"OLEO SEMI BRILLO BLANCO 1/4";"GL";"04";       10892.73174;       10892.84698;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0002";"";"01";"/  /";"/  /";           6.00000;       16339.09761;        2723.18294;"04";
"PCA912G25STO6";"004";"015";"TEXTU EIFS G-25 STO37103 4 GALONES";"GL";"BD";        3482.66000;        3482.66000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"";"/  /";"/  /";          15.00000;      208959.60000;       13930.64000;"BD";
"PCA903BLAN055";"004";"015";"STOP WATER PANORAMICA BLANCO BD.";"GL";"BD";           0.00000;           0.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"";"/  /";"/  /";          25.00000;           0.00000;           0.00000;"BD";
"PCA907BASE056";"004";"006";"ZINC ACRYL BASE INCOLORA 4 GALONES";"GL";"BD";        4860.45808;        4860.45808;"N";       11907.50000;       47630.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";         110.00000;     2138601.55520;       19441.83232;"BD";
"PCA907NEGRO06";"004";"006";"ZINC ACRYL NEGRO 4 GALONES";"GL";"BD";        5591.83007;        5589.37081;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";          32.00000;      715754.24896;       22367.32028;"BD";
"PCA905OSCU055";"004";"016";"ESMALTE AL AGUA 905 BASE OSCURA BD.";"GL";"BD";        4230.63020;        4226.91572;"N";        5980.00000;       29900.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           8.00000;      169225.20800;       21153.15100;"BD";
"PCA106BANOG01";"006";"007";"BARNIZ MARINO NOGAL GL.";"GL";"GL";        9100.75096;        9063.20987;"N";       10300.00000;       10300.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           8.00000;       72806.00768;        9100.75096;"GL";
"PCA106BANOG01";"007";"014";"BARNIZ MARINO NOGAL GL.";"GL";"GL";        9100.75096;        9063.20987;"N";       10300.00000;       10300.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           4.00000;       36403.00384;        9100.75096;"GL";
"PCA108GRIS002";"004";"006";"ESMALTE ANTICORROSIVO GRIS 1/4";"GL";"04";       10632.93498;       10632.73557;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";          78.00000;      207342.23211;        2658.23375;"04";
"PCA108GRIS002";"006";"007";"ESMALTE ANTICORROSIVO GRIS 1/4";"GL";"04";       10632.93498;       10632.73557;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";          20.00000;       53164.67490;        2658.23375;"04";
"PCA108GRIS002";"007";"014";"ESMALTE ANTICORROSIVO GRIS 1/4";"GL";"04";       10632.93498;       10632.73557;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           6.00000;       15949.40247;        2658.23375;"04";
"PCA108VERDE01";"004";"006";"ESMALTE ANTICORROSIVO VERDE GL";"GL";"GL";        9578.84777;        9580.32801;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";          31.00000;      296944.28087;        9578.84777;"GL";
"PCA108VERDE01";"006";"007";"ESMALTE ANTICORROSIVO VERDE GL";"GL";"GL";        9578.84777;        9580.32801;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           7.00000;       67051.93439;        9578.84777;"GL";
"PCA108VERDE01";"007";"014";"ESMALTE ANTICORROSIVO VERDE GL";"GL";"GL";        9578.84777;        9580.32801;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           4.00000;       38315.39108;        9578.84777;"GL";
"PCA909SW70766";"004";"006";"ESTUCO ELASTOMERICO G-25 SW-7076 4 GALONES";"GL";"BD";        4427.66667;        4427.66667;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0003";"";"";"/  /";"/  /";           2.00000;       35421.33336;       17710.66668;"BD";
"PCA9128005D06";"004";"006";"PROFINISH GRANO MEDIO 8005D 4 GALONES";"GL";"BD";        3877.41118;        3877.41118;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"";"";"";"/  /";"/  /";           1.00000;       15509.64472;       15509.64472;"BD";
"PCA904BLAN002";"007";"014";"OLEO SEMI BRILLO BLANCO 1/4";"GL";"04";       10892.73174;       10892.84698;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0002";"";"01";"/  /";"/  /";           6.00000;       16339.09761;        2723.18294;"04";
"PCA904BLAN056";"004";"006";"OLEO SEMIBRILLO BLANCO 4 GALONES";"GL";"BD";        8759.01999;        8759.04039;"N";       13200.00000;       52800.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0002";"";"";"/  /";"/  /";          30.00000;     1051082.39880;       35036.07996;"BD";
"PCA904BLAN056";"006";"007";"OLEO SEMIBRILLO BLANCO 4 GALONES";"GL";"BD";        8759.01999;        8759.04039;"N";       13200.00000;       52800.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0002";"";"";"/  /";"/  /";           3.00000;      105108.23988;       35036.07996;"BD";
"PCA904BLAN056";"007";"014";"OLEO SEMIBRILLO BLANCO 4 GALONES";"GL";"BD";        8759.01999;        8759.04039;"N";       13200.00000;       52800.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0002";"";"";"/  /";"/  /";           4.00000;      140144.31984;       35036.07996;"BD";
"PCA912S701105";"004";"006";"PROFINISH HIDROCOPPER G-25 SW 7011 5 GALONES";"GL";"BD";        4667.05671;        4667.05671;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"";"/  /";"/  /";          56.00000;     1306775.87880;       23335.28355;"BD";
"PCA916LOSAMU6";"004";"015";"LOSAMUR 4 GALONES.";"GL";"BD";        2356.75165;        2356.75165;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0003";"0002";"";"";"/  /";"/  /";          14.00000;      131978.09240;        9427.00660;"BD";
"L405";"004";"010";"CONCETRADO SINTETICO OCRE GRANEL.  ";"KG";"KG";        2244.55476;        2200.89931;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         126.92198;      284883.33436;        2244.55476;"KG";
"MIX0020105";"001";"002";"MIXTINTER AMARILLO GYO 1/4";"04";"04";        7913.33654;        7913.33654;"N";        8190.00000;        8190.00000;           1.00000;           0.00000;           0.00000;"005";"";"";"";"";"/  /";"/  /";           6.00000;       47480.01924;        7913.33654;"04";
"P208";"004";"004";"Phthalocyanine Green 0761C";"KG";"KG";       13538.06520;       13538.06520;"N";       13412.50000;       13412.50000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          10.48000;      141878.92330;       13538.06520;"KG";
"PCA103MADPLU2";"004";"006";"VITRIFICANTE DE MADERA VITROPLUS 1/4";"GL";"04";       13845.30998;       13845.30996;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";         282.00000;      976094.35359;        3461.32750;"04";
"PCA103MADPLU2";"006";"007";"VITRIFICANTE DE MADERA VITROPLUS 1/4";"GL";"04";       13845.30998;       13845.30996;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";          21.00000;       72687.87740;        3461.32750;"04";
"PCA103MADPLU2";"007";"014";"VITRIFICANTE DE MADERA VITROPLUS 1/4";"GL";"04";       13845.30998;       13845.30996;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";          12.00000;       41535.92994;        3461.32750;"04";
